TID,UA
TID_SKIN_INFO_ANIM_SOUND_FX_VOICE,— особливу модель бійця;\n— особливі ефекти;\n— особливу анімацію;\n— особливий звуковий супровід;\n— особливий голос.
TID_CARL_HOG_RIDER_SKIN_SHOP,ВЕРШНИК НА КАБАНІ\nКАРЛ
TID_SHOP_OFFER_STAR_SKIN_LABEL,ЗОРЯНИЙ СКІН
TID_WANTED_15,Пляжні лови
TID_WANTED_16,Тепловий удар
TID_WANTED_17,Розпечений пісок
TID_BANKHEIST_16,Пляжні нероби
TID_BANKHEIST_17,Скарби на піску
TID_BANKHEIST_18,Гаряча кукурудза
TID_BALL_22,Пляжний волейбол
TID_BANKHEIST_18B,Вісімка
TID_BALL_23,Сонячний футбол
TID_BALL_24,Біг босоніж
TID_BALL_25,Літні ігри
TID_STARPOINTSGAINED,Списані трофеї (<TOTALDECAY>) перетворилися на зоряні очки (<STARPOINTSGAINED>)
TID_TROPHIES_LOST,Списано трофеїв: <AMOUNT>
TID_TROPHIES_CONVERTED,Зоряних очок за списані трофеї: <AMOUNT>
TID_STAR_POWER_INFO,Зоряна сила: <cde9700><NAME></c>\n<DESC>
TID_IAP_SOM_PACK_1,Літня акція
TID_IAP_SOM_PACK_2,Літня акція
TID_IAP_SOM_PACK_3,Літня акція
TID_IAP_SOM_PACK_4,Літня акція
TID_IAP_AUGUST_PACK_1,Літня акція
TID_IAP_AUGUST_PACK_2,"ЛІТО, ПРОЩАВАЙ!"
TID_IAP_FLASH_PACK_1,ДОБАВКА
TID_IAP_FLASH_PACK_2,ВЕЛИКА ВИГОДА
TID_IAP_MOON_19_PACK_1,СВЯТО МІСЯЦЯ
TID_IAP_MOON_19_PACK_2,СВЯТО МІСЯЦЯ
TID_SPEC_ABI_RESURRECT,Нове життя
TID_SPEC_ABI_RESURRECT_DESC,"Полігши в бою вперше, 8-БІТ воскресає миттєво."
TID_SPEC_ABI_GROW_FROM_DAMAGE,Будь здоровий
TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC,"Шкала міці заповнюється разом із зарядкою Супера. Повна шкала збільшує максимальну кількість очок здоров'я на <c00cc00><VALUE1>.</c> Полігши в бою, Ель Прімо втрачає цю перевагу."
TID_SPEC_ABI_ARMOR,Бронежилет
TID_SPEC_ABI_ARMOR_DESC,"Жилет поглинає перші <c00cc00><VALUE1></c> очок шкоди. Полігши в бою, Кольт отримує новий жилет. Жовта шкала відображає міцність жилета."
TID_SPEC_ABI_WALKING_TURRET,На вигулі
TID_SPEC_ABI_WALKING_TURRET_DESC,Скраппі повсюди слідує за Джессі.
TID_SPEC_SHIELD_ULTI,Щит
TID_SPEC_SHIELD_ULTI_DESC,"Коли Супер Брока заряджений повністю та не використовується, у Брока з'являється щит. Цей щит знижує завдану Броку шкоду на <c00cc00><VALUE1> %.</c>"
TID_SPEC_ABI_PET,"Лети, пташка!"
TID_SPEC_ABI_PET_DESC,Динамайк б'ється разом зі своїм птахом!
TID_SPEC_ABI_DAMAGE_ULTI,Чарівний пендель
TID_SPEC_ABI_DAMAGE_ULTI_DESC,"Коли Супер Джина заряджений повністю, його атака завдає на <c00cc00><VALUE1></c> одиниць шкоди більше."
TID_ARCADE,8-БІТ
TID_ARCADE_DESC,"8-БІТ схожий на ходячий ігровий автомат. Він стріляє променями з бластера, а його Супер підсилює пошкодження товаришів по команді!"
TID_ARCADE_SHORT_DESC,СТРІЛЕЦЬ
TID_HERO_BUNDLE_ARCADE,Тайник 8-БІТ
TID_ARCADE_WEAPON,ПРОМЕНЕВИЙ БЛАСТЕР
TID_ARCADE_ULTI,ПІДСИЛЮВАЧ ПОШКОДЖЕННЯ
TID_ARCADE_WEAPON_DESC,Бластер стріляє променями середньої дальності та великої купчастості. У разі влучення по супротивнику промені завдають шкоди.
TID_ARCADE_ULTI_DESC,"Встановлює турель, яка підвищує пошкодження всіх товаришів по команді, що потрапили в зону її дії."
TID_STAT_DAMAGE_BOOST,Підсилення пошкодження
TID_HERO_INFO_ABILITY_POWER_PERCENT,<BASEPOW> %
TID_STAT_DAMAGE_PER_BEAM,Пошкодження від променя
TID_SPEC_ABI_LARGER_AREA_ULTI,Підсилений підсилювач
TID_SPEC_ABI_LARGER_AREA_ULTI_DESC,Радіус дії підсилювача пошкодження збільшується на <c00cc00><VALUE1> %.</c>
TID_DAMAGE_BOOSTER_HEALTH,Здоров'я підсилювача пошкодження
TID_BEST_VALUE_DISCOUNT,ЗНИЖКА\n<VALUE> %
TID_BEST_VALUE_EXTRA,НА <VALUE> %\nБІЛЬШЕ
TID_BEST_VALUE_BONUS,БОНУС\n<VALUE> %
TID_PROMOCODE_PACK,Набір за промокодом
TID_DIAMONDS,Кристали
TID_BATTLE_ROYALE_22A,Дикий пік
TID_BATTLE_ROYALE_23A,Порушники спокою
TID_BATTLE_ROYALE_24A,Пустка
TID_GOLDRUSH_24A,Роял-флеш
TID_WANTED_17A,Зарослий оазис
TID_BALL_14A,Філдгол
TID_BALL_15A,На всіх парах
TID_SHOP_LABEL_BEST_VALUE,ВИГІДНІШЕ ЗА ВСЕ
TID_SHOP_LABEL_MOST_POPULAR,ПОПУЛЯРНІШЕ ЗА ВСЕ
TID_SHOP_LABEL_POPULAR,ПОПУЛЯРНО
TID_SHOP_LABEL_PERCENT_BONUS,БОНУС <VALUE> %
TID_SHOP_LABEL_PERCENT_EXTRA,НА <VALUE> % <cFFDB4F>БІЛЬШЕ</c>
TID_BATTLE_ROYALE_25A,Виживання на острові
TID_BATTLE_ROYALE_26A,Гарячка
TID_BATTLE_ROYALE_27A,Удар у польоті
TID_BATTLE_ROYALE_28A,"Добре там, де нас нема"
TID_PIPER_PINK_SKIN,РОЖЕВА ПАЙПЕР
TID_PIPER_PINK_SKIN_SHOP,РОЖЕВА\nПАЙПЕР
TID_TARA_BLUE_SKIN,ІНДИГО ТАРА
TID_TARA_BLUE_SKIN_SHOP,ІНДИГО\nТАРА
TID_8BIT_CLASSIC_SKIN,КЛАСИЧНИЙ 8-БІТ
TID_8BIT_CLASSIC_SKIN_SHOP,КЛАСИЧНИЙ\n8-БІТ
TID_LEON_SHARK_SKIN,ЛЕОН-АКУЛА
TID_LEON_SHARK_SKIN_SHOP,ЛЕОН-АКУЛА\n
TID_BATTLE_ROYALE_29A,Грім у раю
TID_BATTLE_ROYALE_30A,Критичний момент
TID_BATTLE_ROYALE_31A,Розділ території
TID_BALL_16A,Слалом напролом
TID_BALL_17A,Тернистий шлях
TID_BALL_18A,Сильний удар
TID_BALL_19A,Флайбол
TID_BALL_20A,Догори сподом
TID_IAP_INFO_MORE_INFO_BTN,Докладніше
TID_SANDSTORM,СЕНДІ
TID_HERO_BUNDLE_SANDSTORM,Замок Сенді
TID_GAME_MODE_14,ПЕРЕХОПЛЕННЯ
TID_GAME_MODE_14_DESC,"Завдай більше шкоди босу, ніж інші гравці. Що більше шкоди ти завдаси, то вище буде твоє місце за підсумками бою.\n\nЗбирай кубики підсилень, щоб збільшити здоров'я та пошкодження, — під час бою вони з'являтимуться тут і там!"
TID_BOSS_RACE_INTRO_TEXT,Завдай якомога більше шкоди босу!
TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL,Усі проти всіх
TID_BOSS_RACE_1,Останній рубіж
TID_BOSS_RACE_IN_LEAD,Ти попереду!
TID_BOSS_RACE_DOING_GOOD,Провадь у тім самім дусі!
TID_BOSS_RACE_DOING_OK,Виходить непогано!
TID_BOSS_RACE_DOING_BAD,Завдай більше шкоди босу!
TID_SHOP_SCID_SKIN_OFFER_TITLE,ПІД'ЄДНАЙСЯ ДО SUPERCELL ID І ОТРИМАЙ СКІН «<NAME>» <c<COLOR>>У ПОДАРУНОК!</c>
TID_SHOP_SCID_SKIN_OFFER_DESC,SUPERCELL ID
TID_SHOP_SCID_SKIN_OFFER_CLAIM,ПІД'ЄДНАТИ
TID_GAME_MODE_15,САМОТНЯ ЗІРКА
TID_GAME_MODE_15_DESC,"Збирай зірки, перемагаючи супротивників. З кожною перемогою нагорода за твою голову збільшується на одну зірку, поки не досягне семи зірок.\n\nЗ плином часу перемагає гравець, що набрав більше зірок."
TID_SOLO_BOUNTY_IN_LEAD,Ти попереду!
TID_SOLO_BOUNTY_DOING_GOOD,Провадь у тім самім дусі!
TID_SOLO_BOUNTY_DOING_OK,Виходить непогано!
TID_SOLO_BOUNTY_DOING_BAD,Потрібно більше зірок!
TID_SANDSTORM_SHORT_DESC,ВОЇН
TID_SANDSTORM_DESC,"Сенді — це боєць із хронічним недосипом, здатний керувати стихією землі: закидає ворога колючим гравієм і ховає товаришів за піщаною завісою."
TID_SANDSTORM_WEAPON,Гравій
TID_SANDSTORM_WEAPON_DESC,Сенді закидає ворогів колючим гравієм. Ай!
TID_SANDSTORM_ULTI,Піщана буря
TID_SANDSTORM_ULTI_DESC,Сенді закликає піщану бурю та ховає в ній товаришів по команді на <time> с.
TID_STAT_SANDSTORM,Піщана буря
TID_SPEC_ABI_SANDSTORM_DOT,Шкідливий пісок
TID_SPEC_ABI_SANDSTORM_DOT_DESC,Піщана буря також завдає ворогам <c00cc00><VALUE1></c> очок шкоди за секунду.
TID_SPEC_ABI_SANDSTORM_HOT,Цілющий вітер
TID_SPEC_ABI_SANDSTORM_HOT_DESC,Піщана буря також відновлює товаришам <c00cc00><VALUE1></c> очок здоров'я за секунду.
TID_SHOP_SKIN_SALE,РОЗПРОДАЖ СКІНІВ
TID_IAP_B2S_19_PACK_1,ЗНОВУ ДО ШКОЛИ!
TID_IAP_B2S_19_PACK_2,ЗНОВУ ДО ШКОЛИ!
TID_IAP_B2S_19_PACK_3,ЗНОВУ ДО ШКОЛИ!
TID_GENE_PIRATE_SKIN,ПІРАТ ДЖИН
TID_GENE_PIRATE_SKIN_SHOP,ПІРАТ\nДЖИН
TID_BARLEY_RED_WIZARD_SKIN,ЧЕРВОНИЙ ЧАРІВНИК БАРЛІ
TID_BARLEY_RED_WIZARD_SKIN_SHOP,ЧЕРВОНИЙ ЧАРІВНИК\nБАРЛІ
TID_SANDY_SLEEPY_SKIN,СОННИЙ СЕНДІ
TID_SANDY_SLEEPY_SKIN_SHOP,СОННИЙ\nСЕНДІ
TID_BOSS_RACE_2,Операція «Бос»
TID_BOSS_RACE_3,Закляті друзі
TID_BOSS_RACE_4,Набираючи оберти
TID_BOSS_RACE_5,Тренувальний монтаж
TID_BOSS_RACE_6,Шалений лабіринт
TID_BOSS_RACE_7,У глухому куті
TID_SHOP_SKIN_NEW_RELEASE,НОВИНКА!
TID_SEASON_END_OFFER,АКЦІЯ ДО КІНЦЯ СЕЗОНУ
TID_IAP_OCTOBER_OFFER,ЖОВТНЕВА АКЦІЯ
TID_IAP_MONDAY_OFFER,СКРАСИТИ ПОНЕДІЛОК
TID_IAP_VERY_SPECIAL_OFFER,ДУЖЕ ОСОБЛИВА АКЦІЯ
TID_IAP_IKE_ROYALE,ІКЕ ROYALE
TID_IAP_COIN_SHOWER,ЛАВИНА МОНЕТ
TID_MUMMY,ЕМЗ
TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN,\n\nКуплені кристали: <PAID>\nБезкоштовні кристали: <FREE>\nУсього: <TOTAL>
TID_RANK,Місце: <val> із 10
TID_SOLO_BOUNTY_NO_RANK,Перемагай бійців й отримуй зірки!
TID_BOSS_RACE_NO_RANK,Завдай шкоди босу!
TID_MUMMY_SHORT_DESC,ВОЇН
TID_MUMMY_DESC,"Емз атакує, розбризкуючи лак для волосся, хмари якого завдають шкоди з плином часу. Її Супер сповільнює ворогів."
TID_MUMMY_WEAPON,Спрей
TID_MUMMY_WEAPON_DESC,"Емз заливає все навколо лаком для волосся! Він такий їдкий, що може розплавити обличчя."
TID_MUMMY_ULTI,Пекуча харизма
TID_MUMMY_ULTI_DESC,"Емз оточує себе отруйною хмарою, яка сповільнює ворогів і завдає їм шкоди."
TID_STAT_MUMMY,Емз
TID_SPEC_ABI_TICK_DMG_GROW,Погана карма
TID_SPEC_ABI_TICK_DMG_GROW_DESC,"Шкода, зазнана ворогами в хмарах отруйного лаку Емз, зростає на <c00cc00><VALUE1> %</c> з кожним ударом."
TID_SPEC_ABI_HEAL_SUPER_DMG,Хайп
TID_SPEC_ABI_HEAL_SUPER_DMG_DESC,Емз відновлює <c00cc00><VALUE1></c> очок здоров'я за секунду за кожного ворожого бійця в зоні дії її Супера.
TID_FRIEND_ADD_YOUR_ID,Твій ID: <ID>
TID_FRIEND_ADD_BUTTON,ДОДАТИ\nДРУГА
TID_FRIEND_ADD_BUTTON_SHORT,ДОДАТИ
TID_FRIEND_ADD_DEFAULT_TEXT,Введи ID гравця
TID_FRIEND_ADD_CODE_SENT,Пропозиція відправлена
TID_FRIEND_ADD_CODE_INVALID,Недійсний ID гравця!
TID_IAP_CYBER_WEEK_19_1,АКЦІЯ КІБЕРТИЖНЯ
TID_IAP_CYBER_WEEK_19_2,АКЦІЯ КІБЕРТИЖНЯ
TID_IAP_CYBER_WEEK_19_3,АКЦІЯ КІБЕРТИЖНЯ
TID_IAP_GSTAR2019_FINALS,НАБІР СВІТОВОГО ФІНАЛУ
TID_IAP_BRAWLOWEEN_19_1,ХЕЛЛОВІН!
TID_IAP_BRAWLOWEEN_19_2,ЦУКЕРКИ... АБО МОНЕТИ?
TID_IAP_BRAWLOWEEN_19_3,УСІ СКІНИ!
TID_IAP_ARABIC_19_1,ГРАЙ АРАБСЬКОЮ
TID_IAP_ARABIC_19_2,ГРАЙ АРАБСЬКОЮ
TID_EVENT_MODIFIER_8,БОС ІЗ ЛАЗЕРАМИ
TID_EVENT_MODIFIER_DESC_8,Бос стріляє лазерними променями.
TID_EVENT_MODIFIER_9,БОС ІЗ ЛАНЦЮГОВОЮ БЛИСКАВКОЮ
TID_EVENT_MODIFIER_DESC_9,Бос стріляє ланцюговими блискавками.
TID_EVENT_MODIFIER_10,БОС ІЗ РАКЕТАМИ
TID_EVENT_MODIFIER_DESC_10,Бос стріляє ракетами.
TID_STAT_DAMAGE_PER_HALF_SECOND,"Пошкодження за 0,5 секунд"
TID_FRIENDS_PAGE_BUTTON_INVITE,ЗАПРОСИТИ
TID_TEAM_ROOM_CODE,КОД КОМАНДИ:\n<NUM>
TID_TEAM_ROOM_CODE_SHORT,КОМАНДА:\n<NUM>
TID_FRIENDS_PAGE_SOCIAL_NETWORKS,СОЦІАЛЬНІ МЕРЕЖІ
TID_CLAN_TAB_MEMBERS,Учасники: <NUM> із <TOTAL>
TID_CLAN_TAB_CHAT,Чат
TID_SHELLY_WITCH_SKIN,ВІДЬМА ШЕЛЛІ
TID_SHELLY_WITCH_SKIN_SHOP,ВІДЬМА\nШЕЛЛІ
TID_LEON_WEREWOLF_SKIN,ПЕРЕВЕРТЕНЬ ЛЕОН
TID_LEON_WEREWOLF_SKIN_SHOP,ПЕРЕВЕРТЕНЬ\nЛЕОН
TID_PIPER_CALAVERA_SKIN,КАЛАВЕРА ПАЙПЕР
TID_PIPER_CALAVERA_SKIN_SHOP,КАЛАВЕРА\nПАЙПЕР
TID_FRANK_DJ_SKIN,ДІДЖЕЙ ФРЕНК
TID_FRANK_DJ_SKIN_SHOP,ДІДЖЕЙ\nФРЕНК
TID_JESSIE_DARK_KNIGHT_SKIN,ТЕМНИЙ ЛИЦАР ДЖЕССІ
TID_JESSIE_DARK_KNIGHT_SKIN_SHOP,ТЕМНИЙ ЛИЦАР\nДЖЕССІ
TID_SKIN_FEATURE_MODEL,— особливу модель бійця.
TID_SKIN_FEATURE_PET_MODEL,— особливу модель компаньйона.
TID_SKIN_FEATURE_TURRET_MODEL,— особливу модель турелі.
TID_SKIN_FEATURE_VFX,— особливі ефекти.
TID_SKIN_FEATURE_ANIM,— особливу анімацію.
TID_SKIN_FEATURE_SFX,— особливий звуковий супровід.
TID_SKIN_FEATURE_TEXTURE,— особливий матеріал.
TID_SKIN_FEATURE_COLOR,— особливі кольори.
TID_HERO_BUNDLE_MUMMY,Саркофаг Емз
TID_HINT_44,У СИЛОВІЙ ГОНЦІ підбір супротивників ґрунтується на твоїй поточній кількості очок у сезоні СИЛОВОЇ ГОНКИ.
TID_OPTIONAL_OR,АБО
TID_LONESTAR_01,Загублене джерело
TID_LONESTAR_02,На березі
TID_LONESTAR_03,Загроза безпеки
TID_LONESTAR_04,Крадена слава
TID_LONESTAR_05,Цвітна капуста
TID_LONESTAR_06,На краю загибелі
TID_LONESTAR_07,Вальс поодинці
TID_LONESTAR_08,Перехрестя
